[0, 1, 2, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 8, 30, 33, 55]
[0, 1, 2, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 73, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 98, 99, 8, 30, 33, 55, 70, 91]
[0, 1, 2, 4, 5, 6, 7, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 42, 43, 44, 45, 46, 47, 48, 49, 51, 52, 53, 54, 55, 57, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 73, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 98, 99, 8, 30, 55, 70, 91, 34, 35, 52, 87, 90]
[0, 1, 2, 4, 5, 6, 7, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 42, 43, 44, 45, 46, 47, 49, 51, 52, 53, 54, 55, 57, 60, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 73, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 98, 99, 8, 30, 55, 91, 34, 35, 52, 87, 90, 19, 23, 24, 28, 82]
[0, 1, 2, 4, 5, 6, 7, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 42, 43, 44, 45, 46, 47, 49, 51, 52, 53, 54, 55, 57, 60, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 73, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 98, 99, 8, 30, 55, 34, 35, 87, 90, 19, 23, 24, 28, 82, 89, 94]
[0, 1, 4, 5, 6, 7, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 42, 43, 44, 45, 46, 47, 49, 51, 52, 53, 54, 55, 57, 60, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 73, 75, 76, 77, 78, 80, 81, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 98, 99, 8, 30, 55, 34, 35, 87, 90, 19, 24, 28, 89, 94, 39, 42, 63, 75, 77]
[1, 4, 5, 6, 7, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 23, 24, 25, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 40, 42, 43, 45, 47, 49, 51, 52, 53, 55, 57, 60, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 73, 75, 76, 77, 78, 80, 81, 83, 84, 85, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 98, 8, 30, 55, 34, 35, 87, 19, 24, 28, 89, 94, 39, 42, 63, 75, 77, 1, 10, 12, 16, 20, 26, 43, 47, 67, 69, 73, 76, 81]
[1, 5, 6, 7, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 23, 24, 25, 28, 29, 30, 31, 33, 34, 35, 36, 38, 40, 42, 43, 45, 47, 49, 51, 52, 53, 55, 57, 60, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 73, 75, 76, 77, 78, 80, 81, 83, 84, 85, 87, 88, 89, 90, 91, 93, 94, 95, 96, 98, 8, 30, 55, 34, 35, 87, 19, 24, 28, 89, 94, 39, 42, 63, 75, 77, 1, 10, 12, 16, 20, 26, 43, 47, 67, 69, 73, 76, 81, 17, 49, 92]
[1, 5, 6, 7, 10, 11, 12, 14, 15, 16, 18, 19, 20, 23, 24, 25, 28, 29, 30, 31, 33, 34, 35, 36, 38, 40, 42, 43, 45, 47, 49, 51, 52, 53, 55, 57, 60, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 73, 75, 77, 78, 80, 83, 84, 85, 87, 88, 89, 90, 91, 93, 94, 95, 96, 98, 8, 30, 55, 34, 35, 87, 19, 24, 28, 89, 94, 39, 42, 63, 75, 77, 1, 10, 12, 16, 20, 26, 43, 47, 67, 69, 73, 76, 81, 17, 49, 92, 15, 53, 93]
[1, 5, 6, 7, 10, 11, 12, 14, 15, 16, 18, 19, 20, 23, 24, 25, 29, 30, 31, 33, 34, 35, 36, 38, 40, 42, 43, 45, 47, 49, 51, 52, 53, 55, 57, 60, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 73, 75, 77, 78, 80, 83, 84, 85, 87, 88, 89, 90, 91, 93, 94, 95, 96, 98, 8, 30, 55, 34, 35, 87, 19, 24, 28, 89, 94, 39, 42, 63, 75, 77, 1, 10, 12, 16, 20, 26, 43, 47, 67, 69, 73, 76, 81, 17, 49, 92, 15, 53, 93, 66]
[1, 5, 6, 7, 10, 11, 12, 14, 15, 16, 18, 19, 20, 23, 24, 25, 29, 30, 31, 33, 34, 35, 36, 38, 40, 42, 43, 45, 47, 49, 51, 52, 53, 55, 57, 60, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 73, 75, 77, 78, 80, 83, 84, 85, 87, 88, 89, 90, 91, 93, 94, 95, 96, 98, 8, 30, 55, 34, 35, 87, 19, 24, 28, 89, 94, 39, 42, 63, 75, 77, 1, 10, 12, 16, 20, 26, 47, 67, 69, 73, 76, 81, 17, 92, 15, 53, 93, 66, 38, 65]
[1, 5, 6, 7, 10, 11, 12, 14, 15, 16, 18, 19, 20, 23, 24, 25, 29, 30, 31, 33, 34, 35, 36, 38, 40, 42, 43, 45, 47, 49, 51, 52, 53, 55, 57, 60, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 73, 75, 77, 78, 80, 83, 84, 85, 87, 88, 89, 90, 91, 93, 94, 95, 96, 98, 8, 30, 34, 35, 87, 19, 24, 89, 39, 42, 63, 75, 77, 1, 10, 12, 16, 20, 26, 47, 67, 69, 73, 76, 81, 17, 92, 15, 53, 93, 66, 38, 65, 6, 62, 78]
[5, 7, 10, 11, 12, 14, 15, 16, 18, 19, 20, 23, 24, 25, 29, 30, 31, 33, 34, 35, 36, 38, 40, 42, 43, 45, 47, 49, 51, 52, 53, 55, 57, 60, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 73, 75, 77, 78, 80, 83, 84, 85, 87, 88, 89, 90, 91, 93, 95, 96, 98, 8, 30, 34, 35, 87, 19, 24, 89, 39, 42, 63, 75, 77, 1, 10, 12, 16, 20, 26, 47, 67, 73, 76, 81, 17, 15, 53, 93, 66, 38, 65, 6, 62, 78, 30, 33, 55, 8, 30]
[5, 7, 10, 11, 12, 14, 15, 16, 18, 19, 20, 23, 25, 29, 30, 31, 33, 34, 35, 36, 38, 40, 42, 43, 45, 47, 49, 51, 52, 53, 55, 57, 60, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 73, 75, 77, 78, 80, 83, 84, 85, 87, 88, 89, 90, 91, 93, 96, 98, 8, 30, 34, 35, 87, 19, 24, 89, 39, 42, 63, 75, 77, 1, 10, 12, 16, 20, 26, 47, 67, 73, 76, 81, 17, 15, 53, 93, 66, 38, 65, 6, 62, 78, 30, 33, 55, 8, 30, 70, 91]
[5, 7, 10, 11, 12, 14, 15, 16, 18, 19, 20, 23, 25, 29, 30, 31, 33, 34, 35, 36, 38, 40, 42, 43, 45, 47, 49, 51, 52, 57, 60, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 73, 75, 77, 78, 80, 83, 84, 87, 88, 89, 90, 91, 93, 96, 98, 8, 30, 34, 35, 87, 19, 24, 89, 39, 42, 63, 77, 1, 10, 12, 16, 20, 26, 47, 67, 73, 76, 81, 17, 15, 53, 66, 38, 65, 6, 62, 30, 33, 55, 8, 30, 70, 91, 34, 35, 87, 90, 34, 87]
[5, 7, 10, 11, 12, 14, 15, 16, 18, 19, 20, 23, 25, 29, 30, 31, 33, 34, 35, 36, 38, 40, 42, 43, 45, 47, 49, 51, 52, 57, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 73, 75, 77, 78, 83, 84, 87, 88, 89, 90, 91, 93, 96, 98, 8, 30, 34, 35, 87, 24, 89, 42, 63, 77, 1, 10, 12, 16, 20, 26, 47, 67, 73, 76, 81, 17, 15, 53, 66, 38, 65, 6, 62, 30, 33, 55, 8, 30, 70, 91, 34, 35, 87, 90, 34, 87, 19, 23, 19, 24]
[5, 7, 10, 11, 12, 14, 15, 16, 18, 19, 20, 23, 25, 29, 30, 31, 33, 34, 35, 36, 38, 40, 42, 43, 45, 47, 49, 51, 52, 57, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 73, 75, 77, 78, 83, 84, 87, 88, 89, 91, 93, 96, 98, 8, 30, 34, 35, 87, 24, 89, 42, 63, 77, 1, 10, 12, 20, 26, 47, 67, 73, 76, 81, 17, 15, 53, 66, 38, 65, 6, 62, 30, 33, 55, 8, 30, 70, 91, 34, 35, 87, 90, 34, 87, 19, 23, 19, 24, 89, 89]
[5, 7, 10, 11, 12, 14, 15, 16, 18, 19, 20, 25, 29, 30, 31, 33, 34, 35, 36, 38, 40, 42, 43, 45, 47, 49, 51, 52, 57, 62, 63, 64, 67, 68, 69, 70, 71, 73, 75, 77, 78, 83, 84, 87, 88, 89, 91, 93, 96, 98, 8, 30, 34, 35, 24, 89, 42, 63, 77, 1, 10, 12, 20, 26, 47, 67, 73, 76, 17, 15, 53, 66, 38, 65, 6, 30, 33, 55, 8, 30, 70, 91, 34, 35, 87, 90, 34, 87, 19, 23, 19, 24, 89, 42, 63, 75, 77, 42, 63, 77]
[5, 7, 10, 11, 14, 16, 18, 19, 20, 25, 29, 30, 33, 34, 35, 36, 38, 42, 43, 45, 49, 51, 52, 57, 62, 63, 67, 68, 69, 70, 71, 75, 77, 78, 83, 84, 87, 88, 89, 91, 93, 96, 98, 8, 30, 34, 35, 24, 89, 42, 63, 77, 10, 12, 26, 47, 73, 17, 53, 66, 38, 65, 6, 30, 33, 55, 8, 30, 70, 91, 34, 90, 34, 87, 23, 19, 89, 42, 63, 75, 77, 42, 63, 77, 10, 12, 16, 20, 43, 47, 67, 69, 1, 10, 20, 26, 47, 67, 73, 76]
[5, 7, 10, 11, 14, 16, 18, 19, 20, 25, 29, 33, 34, 35, 36, 38, 42, 43, 45, 49, 51, 52, 57, 62, 63, 67, 68, 69, 70, 71, 75, 77, 78, 83, 84, 88, 89, 91, 93, 96, 98, 8, 30, 34, 35, 24, 89, 42, 63, 77, 10, 12, 26, 47, 73, 17, 53, 66, 38, 65, 6, 30, 33, 55, 8, 30, 70, 91, 34, 90, 34, 87, 23, 19, 89, 42, 63, 75, 77, 42, 63, 77, 10, 12, 16, 20, 43, 47, 67, 69, 10, 20, 26, 47, 67, 73, 76, 18, 49, 17]
[5, 7, 10, 11, 14, 16, 18, 19, 20, 25, 29, 33, 34, 35, 36, 38, 42, 43, 45, 49, 51, 52, 57, 62, 63, 67, 68, 69, 70, 71, 75, 77, 78, 83, 84, 88, 89, 91, 93, 96, 98, 8, 30, 34, 35, 24, 89, 42, 77, 10, 12, 26, 47, 73, 17, 53, 66, 38, 65, 6, 30, 33, 55, 8, 30, 70, 91, 34, 90, 34, 87, 23, 19, 89, 42, 63, 75, 77, 42, 77, 10, 12, 16, 20, 43, 47, 67, 69, 10, 20, 26, 47, 67, 73, 76, 18, 49, 17, 93, 53]
[5, 7, 10, 11, 14, 16, 18, 19, 20, 25, 29, 33, 34, 35, 36, 38, 42, 43, 45, 49, 51, 52, 57, 62, 63, 67, 68, 69, 70, 71, 75, 77, 78, 83, 84, 88, 89, 91, 93, 96, 98, 8, 30, 34, 35, 24, 89, 42, 77, 10, 12, 26, 47, 73, 17, 53, 66, 38, 65, 6, 30, 33, 55, 8, 30, 70, 91, 34, 90, 34, 87, 23, 19, 89, 42, 63, 75, 42, 77, 10, 12, 16, 20, 43, 47, 67, 69, 10, 20, 26, 47, 67, 73, 76, 18, 49, 17, 93, 53, 66]
[5, 7, 10, 11, 16, 19, 20, 25, 29, 33, 34, 35, 36, 38, 42, 43, 45, 49, 51, 52, 57, 63, 67, 68, 70, 71, 75, 77, 78, 83, 84, 88, 89, 91, 96, 98, 8, 30, 35, 24, 89, 42, 77, 10, 12, 26, 47, 73, 17, 53, 66, 65, 6, 30, 55, 8, 30, 70, 91, 34, 90, 34, 87, 23, 19, 89, 42, 63, 75, 42, 77, 10, 12, 16, 20, 43, 47, 69, 10, 20, 26, 47, 67, 76, 18, 49, 93, 53, 66, 33, 38, 8, 30, 38, 65, 30, 33, 55, 8, 30]
[5, 7, 10, 11, 16, 19, 20, 25, 29, 33, 34, 35, 36, 38, 42, 43, 45, 49, 51, 52, 57, 63, 67, 68, 70, 71, 75, 77, 78, 83, 84, 88, 91, 96, 98, 8, 30, 35, 24, 89, 42, 77, 10, 12, 26, 47, 73, 17, 53, 66, 65, 6, 30, 55, 8, 30, 70, 91, 34, 90, 34, 87, 23, 19, 89, 63, 75, 42, 77, 10, 12, 16, 43, 47, 69, 10, 20, 26, 47, 76, 18, 49, 93, 53, 66, 33, 38, 8, 30, 38, 65, 30, 33, 55, 8, 30, 70, 91, 70, 91]
[5, 7, 10, 11, 16, 19, 20, 25, 29, 33, 34, 35, 36, 38, 42, 43, 45, 49, 51, 52, 57, 63, 67, 68, 70, 71, 75, 77, 78, 83, 84, 88, 91, 96, 98, 8, 30, 35, 24, 89, 42, 77, 10, 12, 26, 47, 73, 17, 66, 65, 6, 30, 55, 8, 30, 70, 91, 34, 90, 34, 87, 23, 19, 89, 63, 75, 42, 77, 10, 12, 16, 43, 47, 69, 10, 20, 26, 47, 76, 18, 49, 93, 53, 66, 33, 38, 8, 30, 38, 65, 30, 55, 8, 30, 70, 91, 70, 91, 78, 6]
[5, 10, 11, 16, 19, 20, 25, 29, 33, 34, 35, 36, 38, 42, 45, 49, 51, 52, 57, 63, 67, 68, 70, 71, 75, 77, 78, 83, 84, 88, 91, 96, 98, 8, 30, 35, 24, 89, 42, 77, 10, 12, 47, 73, 17, 66, 65, 30, 55, 8, 30, 70, 91, 34, 90, 34, 87, 23, 19, 89, 63, 75, 42, 77, 10, 12, 16, 43, 47, 69, 10, 20, 26, 76, 18, 49, 93, 66, 33, 38, 8, 30, 38, 65, 30, 55, 8, 70, 91, 70, 91, 6, 34, 35, 52, 35, 34, 90, 34, 87]
[5, 10, 11, 16, 19, 20, 25, 29, 33, 34, 36, 38, 42, 45, 49, 51, 52, 57, 63, 67, 68, 70, 71, 75, 77, 78, 83, 84, 88, 96, 98, 8, 30, 35, 24, 89, 42, 77, 10, 12, 47, 73, 17, 66, 65, 30, 55, 8, 30, 70, 91, 34, 34, 87, 23, 19, 89, 63, 75, 42, 77, 10, 12, 16, 43, 47, 69, 10, 20, 26, 76, 18, 49, 93, 66, 33, 38, 8, 30, 38, 65, 30, 55, 8, 70, 91, 70, 91, 6, 34, 35, 52, 35, 34, 90, 87, 19, 24, 23, 19]
[5, 10, 11, 16, 19, 20, 25, 29, 33, 34, 36, 38, 42, 45, 49, 51, 52, 57, 63, 67, 68, 70, 71, 75, 77, 78, 83, 84, 88, 96, 98, 30, 35, 24, 89, 42, 77, 10, 12, 47, 73, 17, 66, 65, 30, 55, 8, 30, 70, 91, 34, 34, 87, 23, 19, 89, 63, 75, 42, 77, 10, 12, 16, 43, 47, 69, 10, 20, 26, 76, 18, 49, 93, 66, 33, 38, 8, 30, 38, 65, 30, 55, 8, 70, 91, 70, 91, 6, 34, 52, 35, 34, 90, 87, 19, 24, 23, 19, 89, 89]
